node  (Add a new node to the cluster.)	nút, node  |  🔊 /nəʊd/ — NOHD, 1 âm tiết	Tech	B1
port  (The service runs on port 8080.)	cổng  |  🇺🇸 /pɔɹt/  🇬🇧 /pɔːt/	Tech	B1
thread  (Use a background thread for this.)	luồng, thread  |  🇺🇸 🇬🇧 [θɾ̪̊ɛd]	Tech	B1
token  (The auth token expired.)	mã thông báo, token  |  🇺🇸 /ˈtoʊkən/  🇬🇧 /ˈtəʊkən/	Tech	B1
agenda  (Let me share the meeting agenda.)	chương trình cuộc họp  |  🇺🇸 🇬🇧 /əˈdʒɛn.də/	Meetings	B1
align  (Let's align on the approach first.)	đồng thuận, thống nhất  |  🇺🇸 🇬🇧 /æˈlaɪn/	Meetings	B1
assign  (Assign this task to someone.)	giao việc, phân công  |  🇺🇸 🇬🇧 /əˈsaɪn/	Meetings	B1
clarify  (Could you clarify the requirements?)	làm rõ, giải thích  |  🇺🇸 🇬🇧 /ˈklæɹɪfaɪ/	Meetings	B1
decision  (Who makes the final decision?)	quyết định  |  🇺🇸 🇬🇧 /dɪˈsɪʒən/	Meetings	B1
delegate  (Delegate this to your team.)	uỷ quyền, giao cho  |  🔊 /ˈdelɪɡeɪt/ — DEL-ih-gayt, nhấn âm 1	Meetings	B1
milestone  (We hit the first milestone.)	mốc quan trọng  |  🔊 /ˈmaɪlstəʊn/ — MYL-stohn, nhấn âm 1	Meetings	B1
objective  (What is the main objective?)	mục tiêu, mục đích  |  🇺🇸 /əbˈd͡ʒɛk.tɪv/  🇬🇧 /ɒbˈd͡ʒɛk.tɪv/	Meetings	B1
proposal  (Let me walk you through the proposal.)	đề xuất  |  🇺🇸 /pɹəˈpoʊzəl/  🇬🇧 /pɹəˈpəʊzəl/	Meetings	B1
deliverable  (What are the deliverables?)	sản phẩm bàn giao  |  🇺🇸 🇬🇧 /dɪˈlɪvɹəbəɫ/	Meetings	B1
I need a second pair of eyes on this.	Cần thêm người xem lại cái này. — nhờ review	Slack	B1
Can you take ownership of this?	Bạn có thể nhận phần này không? — hỏi ai đó chịu trách nhiệm	Slack	B1
Flagging this for visibility.	Đánh dấu để mọi người biết. — thông báo không cần hành động ngay	Slack	B1
This is time-sensitive.	Cái này cần xử lý gấp. — báo cấp thiết	Slack	B1
No action needed — just an FYI.	Không cần làm gì — chỉ để biết thôi. FYI = For Your Information	Slack	B1
Could we get a quick sync on this?	Chúng ta có thể họp nhanh về cái này không?	Slack	B1
I'll handle it from here.	Từ đây tôi sẽ xử lý. — nhận trách nhiệm từ đồng nghiệp	Slack	B1
This needs a decision by EOD.	Cái này cần quyết định trước cuối ngày. EOD = End of Day	Slack	B1
Do we have a ticket for this?	Chúng ta có ticket cho cái này chưa?	Slack	B1
Blocked. Might need to pair on this.	Bị chặn rồi. Có lẽ cần làm cùng nhau.	Slack	B1
Could you expand on that?	Bạn có thể giải thích rõ hơn không? — hỏi thêm chi tiết	Phrases	B1
Let me make sure I understand.	Để tôi chắc chắn mình hiểu đúng. — xác nhận trước khi làm	Phrases	B1
That's outside my area of expertise.	Điều đó ngoài chuyên môn của tôi. — lịch sự từ chối câu hỏi khó	Phrases	B1
I'll escalate this if needed.	Tôi sẽ báo cấp trên nếu cần. — escalate = chuyển lên cấp cao hơn	Phrases	B1
Let me pull up the ticket.	Để tôi mở ticket ra. — pull up = mở ra, tìm ra	Phrases	B1
Are we all on the same page?	Chúng ta hiểu như nhau chưa? — kiểm tra sự đồng thuận	Phrases	B1
I'll own this going forward.	Từ giờ tôi sẽ chịu trách nhiệm cái này. — nhận ownership	Phrases	B1
This is a blocker for me.	Cái này đang block tôi. — báo vấn đề cần giải quyết ngay	Phrases	B1
Any objections before we move forward?	Có ai phản đối trước khi chúng ta tiến hành không?	Phrases	B1
I'll document this for future reference.	Tôi sẽ ghi lại để tham khảo sau. — cam kết viết tài liệu	Phrases	B1
negotiate  (We need to negotiate the contract terms.)	đàm phán  |  🇺🇸 /nəˈɡoʊ.ʃi.eɪt/  🇬🇧 /nəˈɡəʊ.ʃi.eɪt/	Business	B1
contract  (Sign the contract before the deadline.)	hợp đồng  |  🇺🇸 /ˈkɑntɹækt/  🇬🇧 /ˈkɒntɹækt/	Business	B1
budget  (We're over budget this quarter.)	ngân sách  |  🇺🇸 🇬🇧 /ˈbʌdʒ.ɪt/	Business	B1
revenue  (Revenue grew 20% year-over-year.)	doanh thu  |  🇺🇸 /ˈɹɛvəˌn(j)u/  🇬🇧 /ˈɹɛvənjuː/	Business	B1
profit  (The project turned a profit last quarter.)	lợi nhuận  |  🇺🇸 /ˈpɹɑfɪt/  🇬🇧 /ˈpɹɒfɪt/	Business	B1
invoice  (I'll send the invoice by end of day.)	hóa đơn  |  🇺🇸 🇬🇧 /ˈɪnˌvɔɪs/	Business	B1
vendor  (Which vendor are we using for hosting?)	nhà cung cấp  |  🇺🇸 /ˈvɛn.dɚ/  🇬🇧 /ˈvɛn.də/	Business	B1
quarterly  (We review KPIs on a quarterly basis.)	hàng quý  |  🔊 /ˈkwɔːrtərli/ — KWOR-ter-lee, nhấn âm 1	Business	B1
fiscal  (Our fiscal year ends in December.)	tài chính (năm tài chính)  |  🇺🇸 🇬🇧 /ˈfɪskəl/	Business	B1
audit  (The security audit is next week.)	kiểm toán, kiểm tra  |  🇺🇸 🇬🇧 /ɔː.dɪt/	Business	B1
compliance  (We need to ensure compliance with GDPR.)	tuân thủ (quy định)  |  🇺🇸 🇬🇧 /kəmˈplaɪəns/	Business	B1
merger  (The merger will be finalized next month.)	sáp nhập  |  🇺🇸 🇬🇧 /ˈmɜːdʒə/	Business	B1
acquisition  (The acquisition cost $50 million.)	mua lại (công ty)  |  🇺🇸 🇬🇧 /æ.kwɪ.ˈzɪ.ʃən/	Business	B1
forecast  (The Q4 forecast looks promising.)	dự báo  |  🇺🇸 /ˈfɔɹkæst/  🇬🇧 /ˈfɔːkɑːst/	Business	B1
bid  (We submitted a bid for the project.)	đặt thầu, dự thầu  |  🇺🇸 🇬🇧 /bɪd/	Business	B1
partnership  (We formed a partnership with AWS.)	quan hệ đối tác  |  🔊 /ˈpɑːrtnərʃɪp/ — PART-ner-ship, nhấn âm 1	Business	B1
margin  (Our profit margin is too thin.)	biên lợi nhuận  |  🇺🇸 /ˈmɑːɹdʒ(ə)n/  🇬🇧 /ˈmɑːdʒɪn/	Business	B1
overhead  (Cloud costs are part of overhead.)	chi phí vận hành, chi phí chung  |  🇺🇸 /ˈoʊvɚˌhɛd/  🇬🇧 /ˈəʊvəˌhɛd/	Business	B1
liability  (That's a legal liability for the company.)	trách nhiệm pháp lý, nợ  |  🇺🇸 🇬🇧 /laɪəˈbɪlɪti/	Business	B1
asset  (Our main asset is the engineering team.)	tài sản  |  🇺🇸 🇬🇧 /ˈæsɪt/	Business	B1
equity  (He has 10% equity in the startup.)	vốn cổ phần, cổ phiếu  |  🇺🇸 🇬🇧 /ˈɛk.wɪ.ti/	Business	B1
investor  (We're pitching to investors next week.)	nhà đầu tư  |  🇺🇸 🇬🇧 /ɪnˈvɛstɚ/	Business	B1
pitch  (We have a pitch deck ready for the meeting.)	bài thuyết trình kêu gọi đầu tư  |  🇺🇸 🇬🇧 /pɪtʃ/	Business	B1
ROI  (What's the expected ROI on this feature?)	tỷ suất hoàn vốn — Return On Investment	Business	B1
KPI  (Set clear KPIs before the project starts.)	chỉ số hiệu suất — Key Performance Indicator	Business	B1
onboarding  (The onboarding process takes two weeks.)	đào tạo nhân viên mới  |  🔊 /ˈɒnbɔːrdɪŋ/ — ON-bor-ding, nhấn âm 1	Office	B1
offboarding  (We're handling John's offboarding today.)	thủ tục nghỉ việc  |  🔊 /ˈɒfbɔːrdɪŋ/ — OFF-bor-ding, nhấn âm 1	Office	B1
probation  (She's still in the probation period.)	thử việc  |  🇺🇸 🇬🇧 /ˌpɹoʊˈbeɪʃən/	Office	B1
promotion  (She got a promotion to senior engineer.)	thăng chức  |  🇺🇸 /pɹəˈmoʊʃən/  🇬🇧 /pɹəˈməʊʃən/	Office	B1
raise  (I'm going to ask for a raise this quarter.)	tăng lương  |  🇺🇸 🇬🇧 /ɹeɪz/	Office	B1
overtime  (I worked overtime to meet the deadline.)	làm thêm giờ  |  🇺🇸 🇬🇧 /ˈoʊvɚˌtaɪm/	Office	B1
benefits  (The benefits include health insurance.)	phúc lợi  |  🔊 /ˈbenɪfɪts/ — BEN-ih-fits, nhấn âm 1	Office	B1
reimbursement  (Submit receipts for reimbursement.)	hoàn tiền, thanh toán lại  |  🇺🇸 🇬🇧 /ˌɹiː.ɪmˈbɜːs.mənt/	Office	B1
commute  (My commute takes 45 minutes each way.)	đi làm (di chuyển hàng ngày)  |  🇺🇸 🇬🇧 /kəˈmjuːt/	Office	B1
hybrid  (We work hybrid — 3 days in office.)	kết hợp (văn phòng + từ xa)  |  🇺🇸 🇬🇧 /ˈhaɪ.bɹɪd/	Office	B1
payroll  (HR handles payroll every 15th.)	bảng lương, quỹ lương  |  🇺🇸 🇬🇧 /ˈpeɪɹəʊl/	Office	B1
resignation  (He submitted his resignation yesterday.)	đơn từ chức  |  🇺🇸 🇬🇧 /ɹɛzɪɡˈneɪʃən/	Office	B1
annual leave  (I have 12 days of annual leave left.)	nghỉ phép năm	Office	B1
sick leave  (She's on sick leave this week.)	nghỉ ốm, nghỉ bệnh	Office	B1
expense  (Submit your travel expenses by Friday.)	chi phí  |  🇺🇸 🇬🇧 /ɪkˈspɛns/	Office	B1
receipt  (Keep the receipt for reimbursement.)	biên lai, hóa đơn  |  🇺🇸 🇬🇧 /ɹɪˈsiːt/	Office	B1
headcount  (We're growing headcount by 20% this year.)	số lượng nhân sự  |  🔊 /ˈhedkaʊnt/ — HED-kownt, nhấn âm 1	Office	B1
turnover  (High turnover is costly for any team.)	tỷ lệ nghỉ việc; doanh số  |  🔊 /ˈtɜːrnəʊvər/ — TUR-noh-ver	Office	B1
appraisal  (My annual appraisal is next week.)	đánh giá hiệu suất (hàng năm)  |  🇺🇸 🇬🇧 /əˈpɹeɪzəl/	Office	B1
Given that [X], it makes sense to [Y].	Vì [X], hợp lý là [Y]. — nối logic, kết luận	Discussion	B2
As a result of [X], we need to...	Kết quả của [X], chúng ta cần... — trình bày hậu quả	Discussion	B2
In terms of [X], we're looking at...	Về mặt [X], chúng ta đang xem xét... — frame vấn đề	Discussion	B2
The implication here is...	Hàm ý ở đây là... — rút ra kết luận	Discussion	B2
This comes down to [core issue].	Vấn đề cốt lõi là [X]. — tóm tắt gốc rễ	Discussion	B2
The trade-off here is [A] vs [B].	Sự đánh đổi ở đây là [A] vs [B]. — technical decision	Discussion	B2
The reason we went with [X] is...	Lý do chúng tôi chọn [X] là... — giải thích quyết định	Discussion	B2
We considered [alternative] but decided against it because...	Chúng tôi đã xem xét [X] nhưng không chọn vì...	Discussion	B2
As far as I can tell...	Theo những gì tôi có thể biết... — khi không chắc chắn hoàn toàn	Discussion	B2
I might be wrong, but...	Tôi có thể sai, nhưng... — thêm caution trước khi nói	Discussion	B2
From what I understand...	Theo những gì tôi hiểu... — không cam kết 100%	Discussion	B2
I'm not 100% sure, but my understanding is...	Tôi không chắc 100%, nhưng theo hiểu biết của tôi...	Discussion	B2
Off the top of my head, I'd say...	Ngẫu hứng tôi nghĩ là... — câu giờ khi cần thời gian	Discussion	B2
Let me double-check and get back to you.	Để tôi kiểm tra lại và phản hồi. — không đoán mò	Discussion	B2
I'd need to look into that more before committing.	Tôi cần tìm hiểu thêm trước khi cam kết.	Discussion	B2
I'd like to build on what [X] said...	Tôi muốn bổ sung ý kiến của [X]... — tham gia meeting tự nhiên	Discussion	B2
To add to that point...	Để bổ sung cho điểm đó... — tiếp nối ý kiến người khác	Discussion	B2
Stepping back for a moment...	Nhìn lại một chút... — zoom out, thay đổi góc nhìn	Discussion	B2
To bring it back to the original question...	Để quay lại câu hỏi ban đầu... — redirect thảo luận	Discussion	B2
I think we might be conflating two issues here.	Tôi nghĩ chúng ta đang nhầm lẫn hai vấn đề riêng biệt.	Discussion	B2
Let me reframe that slightly...	Để tôi diễn đạt lại một chút... — sửa hiểu nhầm lịch sự	Discussion	B2
That's a good point — it also raises the question of...	Đó là điểm hay — nó cũng đặt ra câu hỏi về...	Discussion	B2
hit the ground running  (We need someone who can hit the ground running.)	bắt đầu ngay và hiệu quả	Idioms	B2
in the weeds  (Let's not get in the weeds — focus on the big picture.)	bị sa vào chi tiết nhỏ, mất tầm nhìn tổng thể	Idioms	B2
have bandwidth  (Do you have bandwidth to take this on?)	có thời gian / năng lực để xử lý thêm việc	Idioms	B2
on the same page  (Let's make sure we're all on the same page.)	hiểu đồng nhất với nhau	Idioms	B2
low-hanging fruit  (Let's start with the low-hanging fruit.)	việc dễ làm trước, kết quả nhanh	Idioms	B2
spin up  (We need to spin up a new environment.)	khởi động, tạo mới (server, team, service)	Idioms	B2
deep dive  (Let's do a deep dive into the performance issues.)	phân tích kỹ lưỡng, đào sâu	Idioms	B2
move the needle  (Will this feature actually move the needle?)	tạo ra tác động đáng kể, có ý nghĩa	Idioms	B2
north star  (What's our north star metric?)	mục tiêu định hướng dài hạn	Idioms	B2
rubber stamp  (Don't just rubber stamp this — actually review it.)	phê duyệt mà không xem kỹ	Idioms	B2
That's a good question. Let me think about that for a second...	Câu hỏi hay. Để tôi nghĩ một chút. — câu giờ khi bị hỏi bất ngờ	Discussion	B2
I see where you're coming from, but I'd argue that...	Tôi hiểu quan điểm của bạn, nhưng tôi cho rằng... — phản biện lịch sự	Discussion	B2
I'm not sure I fully agree — my concern is...	Tôi không chắc tôi đồng ý hoàn toàn — lo ngại của tôi là...	Discussion	B2
That makes sense, though I wonder if...	Điều đó hợp lý, dù tôi tự hỏi liệu... — đồng ý một phần	Discussion	B2
Have we considered [alternative]?	Chúng ta đã xem xét [phương án khác] chưa?	Discussion	B2
The main risk with this approach is...	Rủi ro chính với cách tiếp cận này là... — trình bày rủi ro	Discussion	B2
Let me clarify what I mean by that...	Để tôi giải thích rõ hơn ý tôi muốn nói...	Discussion	B2
To put it simply, [X].	Nói một cách đơn giản, [X]. — giải thích lại cho dễ hiểu	Discussion	B2
That being said, [X].	Dẫu vậy, [X]. — thừa nhận một điểm rồi phản bác	Discussion	B2
It's worth noting that [X].	Đáng lưu ý là [X]. — thêm thông tin quan trọng vào thảo luận	Discussion	B2
burn the midnight oil  (I burned the midnight oil to fix the bug.)	thức khuya làm việc	Idioms	B2
think outside the box  (We need to think outside the box here.)	suy nghĩ sáng tạo, không theo lối mòn	Idioms	B2
silver bullet  (There's no silver bullet for this problem.)	giải pháp thần kỳ giải quyết tất cả	Idioms	B2
To elaborate on that point...	Để nói rõ hơn về điểm đó... — mở rộng ý kiến vừa nêu	Discussion	B2
The underlying issue is...	Vấn đề căn bản là... — chỉ ra nguyên nhân sâu xa	Discussion	B2
I'd push back on that assumption.	Tôi không đồng ý với giả định đó. — phản biện các giả thuyết	Discussion	B2
Let's not conflate these two issues.	Chúng ta đừng nhầm lẫn hai vấn đề này. — tách biệt 2 vấn đề riêng	Discussion	B2
The data suggests otherwise.	Dữ liệu cho thấy điều ngược lại. — dùng bằng chứng phản biện	Discussion	B2
To play devil's advocate here...	Để thử phản biện một chút... — đề xuất quan điểm đối lập	Discussion	B2
We're optimizing for the wrong thing.	Chúng ta đang tối ưu sai thứ. — chỉ ra hướng đi sai	Discussion	B2
What's the worst-case scenario?	Kịch bản xấu nhất là gì? — đánh giá rủi ro	Discussion	B2
Can we quantify the impact?	Chúng ta có thể đo lường tác động không? — yêu cầu con số cụ thể	Discussion	B2
That introduces unnecessary complexity.	Điều đó tạo ra sự phức tạp không cần thiết. — phản biện over-eng	Discussion	B2
I want to flag a potential risk.	Tôi muốn đề cập một rủi ro tiềm tàng. — raise risk trong meeting	Discussion	B2
Let's pressure-test this assumption.	Hãy kiểm tra kỹ giả định này. — stress-test giải pháp	Discussion	B2
What are the second-order effects?	Các tác động cấp hai là gì? — suy nghĩ về hậu quả gián tiếp	Discussion	B2
We need to align on the definition of done.	Chúng ta cần thống nhất về định nghĩa 'xong'. — agile DoD	Discussion	B2
move fast and break things  (We used to move fast and break things.)	phát triển nhanh dù có lỗi — tinh thần startup	Idioms	B2
boil the ocean  (Don't try to boil the ocean — start small.)	cố giải quyết tất cả một lúc, quá tham vọng	Idioms	B2
bikeshedding  (We spent an hour bikeshedding about variable names.)	tranh luận quá lâu về việc nhỏ không quan trọng	Idioms	B2
dogfooding  (We dogfood our own product before shipping.)	tự dùng sản phẩm của mình trước khi ra mắt	Idioms	B2
yak shaving  (I ended up yak shaving instead of fixing the bug.)	bị cuốn vào chuỗi việc nhỏ trước khi làm việc chính	Idioms	B2
drinking from a firehose  (Starting this job felt like drinking from a firehose.)	bị ngập trong quá nhiều thông tin một lúc	Idioms	B2
greenfield project  (This is a greenfield project — no legacy code.)	dự án xây dựng từ đầu, không có code cũ	Idioms	B2
brownfield project  (We're dealing with a brownfield codebase.)	dự án phát triển trên hệ thống/code cũ	Idioms	B2
rubber duck debugging  (Explain your code to a rubber duck first.)	giải thích code cho vịt cao su để tự tìm ra lỗi	Idioms	B2
10x engineer  (We need a 10x engineer for this.)	kỹ sư hiệu suất gấp 10 người thường — khái niệm gây tranh cãi	Idioms	B2
due diligence  (We need to do due diligence before signing.)	thẩm định kỹ lưỡng trước khi ký kết	Discussion	B2
competitive advantage  (Our CI/CD speed is a competitive advantage.)	lợi thế cạnh tranh	Discussion	B2
market penetration  (Their market penetration strategy is aggressive.)	chiến lược thâm nhập thị trường	Discussion	B2
strategic alignment  (Ensure strategic alignment across teams.)	sự liên kết chiến lược giữa các nhóm	Discussion	B2
opportunity cost  (Consider the opportunity cost of this decision.)	chi phí cơ hội — lợi ích bỏ lỡ khi chọn phương án này	Discussion	B2
economies of scale  (We gain economies of scale as we grow.)	lợi thế kinh tế nhờ quy mô	Discussion	B2
burn rate  (At this burn rate we have 6 months of runway.)	tốc độ đốt tiền — burn rate	Discussion	B2
runway  (We have 12 months of runway after the funding round.)	thời gian hoạt động còn lại (trước khi hết tiền)  |  🇺🇸 🇬🇧 /ˈɹən-/	Discussion	B2
pivot  (The startup pivoted from B2C to B2B.)	xoay chiều chiến lược — thay đổi hướng kinh doanh  |  🇺🇸 🇬🇧 /ˈpɪvət/	Discussion	B2
vendor lock-in  (Avoid vendor lock-in with cloud providers.)	phụ thuộc vào một nhà cung cấp duy nhất	Discussion	B2
commit  (Write a clear commit message.)	cam kết, lưu thay đổi code  |  🇺🇸 🇬🇧 /kəˈmɪt/	Tech	B1
branch  (Create a branch for each feature.)	nhánh code  |  🇺🇸 🇬🇧 /bɹæntʃ/	Tech	B1
rollback  (We had to rollback the release.)	quay lại phiên bản trước	Tech	B1
release  (The release went smoothly this time.)	phát hành, bản phát hành  |  🇺🇸 🇬🇧 /ɹɪˈliːs/	Tech	B1
pull request  (Open a pull request when ready.)	yêu cầu gộp code vào nhánh chính	Tech	B1
code review  (All code must pass code review.)	xem xét và nhận xét code	Tech	B1
approve  (The manager approved the PR.)	phê duyệt, chấp thuận  |  🇺🇸 🇬🇧 /əˈpɹuːv/	Tech	B1
reject  (The PR was rejected due to failing tests.)	từ chối, không chấp nhận	Tech	B1
rebase  (Rebase your branch before merging.)	tái cơ sở nhánh code	Tech	B1
merge conflict  (Resolve the merge conflict first.)	xung đột khi gộp code	Tech	B1
hotfix  (Deploy a hotfix to production now.)	vá lỗi khẩn cấp	Tech	B1
patch  (Apply the security patch immediately.)	bản vá, vá lỗi  |  🇺🇸 🇬🇧 /pætʃ/	Tech	B1
bug  (There is a bug in the login flow.)	lỗi phần mềm  |  🇺🇸 🇬🇧 /bʌɡ/	Tech	B1
crash  (The app crash on startup.)	sập ứng dụng, crash  |  🇺🇸 🇬🇧 /kɹæʃ/	Tech	B1
warning  (The compiler shows a warning here.)	cảnh báo  |  🇺🇸 /ˈwɔɹnɪŋ/  🇬🇧 /ˈwɔːnɪŋ/	Tech	B1
stack trace  (Share the full stack trace.)	dấu vết lỗi trong stack	Tech	B1
breakpoint  (Set a breakpoint on line 42.)	điểm dừng khi debug	Tech	B1
legacy code  (This module is legacy code.)	code cũ, code kế thừa	Tech	B1
clean code  (Always aim to write clean code.)	code sạch, dễ đọc	Tech	B1
unit test  (Write a unit test for each function.)	kiểm thử đơn vị	Tech	B1
mock  (Use a mock for the database in tests.)	dữ liệu/đối tượng giả để kiểm thử  |  🇺🇸 /mɑk/  🇬🇧 /mɒk/	Tech	B1
coverage  (Our test coverage is only 40%.)	độ phủ kiểm thử  |  🇺🇸 🇬🇧 /ˈkʌv.əɹ.ɪdʒ/	Tech	B1
staging  (Test on staging before production.)	môi trường thử nghiệm trước khi release	Tech	B1
production  (Never test directly in production.)	môi trường sản xuất thực tế  |  🇺🇸 🇬🇧 /pɹəˈdʌkʃən/	Tech	B1
endpoint  (Call the API endpoint with a POST.)	điểm cuối API	Tech	B1
status code  (The server returns a 404 status code.)	mã trạng thái HTTP	Tech	B1
header  (Set the Authorization header correctly.)	tiêu đề HTTP / header  |  🇺🇸 🇬🇧 /ˈhɛdə/	Tech	B1
null  (Check for null before accessing the value.)	giá trị rỗng, null  |  🇺🇸 🇬🇧 /nʌl/	Tech	B1
string  (Convert the integer to a string.)	kiểu dữ liệu chuỗi ký tự  |  🇺🇸 🇬🇧 /stɹɪŋ/	Tech	B1
array  (Iterate over the array of results.)	mảng dữ liệu  |  🇺🇸 🇬🇧 /əˈɹeɪ/	Tech	B1
index  (The index is out of bounds.)	chỉ số, index  |  🇺🇸 🇬🇧 /ˈɪndɛks/	Tech	B1
column  (Which column stores the user email?)	cột (trong bảng dữ liệu)  |  🇺🇸 🇬🇧 /ˈkɑljəm/	Tech	B1
row  (Delete all rows older than 30 days.)	hàng (trong bảng dữ liệu)  |  🇺🇸 /ˈɹoʊ/  🇬🇧 /ˈɹəʊ/	Tech	B1
foreign key  (Add a foreign key constraint.)	khóa ngoại (database)	Tech	B1
error handling  (Add proper error handling here.)	xử lý lỗi	Tech	B1
logging  (Enable logging in debug mode.)	ghi nhật ký, logging	Tech	B1
agree  (I agree with the proposed approach.)	đồng ý  |  🇺🇸 🇬🇧 /əˈɡɹi/	Vocabulary	B1
disagree  (I disagree — this will cause issues.)	không đồng ý  |  🇺🇸 🇬🇧 /dɪsəˈɡɹiː/	Vocabulary	B1
propose  (I'd like to propose a different solution.)	đề xuất, đề nghị  |  🇺🇸 /pɹəˈpoʊz/  🇬🇧 /pɹəˈpəʊz/	Meetings	B1
wrap up  (Let's wrap up in the next five minutes.)	kết thúc, tóm gọn	Meetings	B1
catch up  (Let's catch up on what I missed.)	cập nhật lại tình hình đã bỏ lỡ	Meetings	B1
sync up  (Can we sync up this afternoon?)	cùng thống nhất thông tin	Meetings	B1
follow up  (I'll follow up after the meeting.)	theo dõi, liên hệ lại	Meetings	B1
action item  (Record that as an action item.)	việc cần làm được ghi lại sau họp	Meetings	B1
minutes  (Who is taking the meeting minutes?)	biên bản cuộc họp  |  🇺🇸 🇬🇧 /ˈmɪnɪts/	Meetings	B1
summary  (Send a summary to the team.)	bản tóm tắt  |  🇺🇸 🇬🇧 /ˈsʌməɹi/	Vocabulary	B1
outline  (Outline the plan before coding.)	phác thảo, sơ lược  |  🇺🇸 🇬🇧 /ˈaʊtlaɪn/	Vocabulary	B1
urgent  (This is urgent — fix it now.)	khẩn cấp  |  🇺🇸 /ˈɚdʒənt/  🇬🇧 /ˈɜːdʒənt/	Vocabulary	B1
ETA  (What is the ETA for this fix?)	thời gian dự kiến hoàn thành  |  🇺🇸 /ˈeɪtə/  🇬🇧 /ˈiːtə/	Slack	B1
ASAP  (Please fix this ASAP.)	càng sớm càng tốt	Slack	B1
FYI  (FYI, the deploy window is at 5pm.)	để bạn biết (For Your Information)	Slack	B1
WFH  (I am WFH today.)	làm việc từ nhà (Work From Home)	Slack	B1
OOO  (I will be OOO next Monday.)	ngoài văn phòng / nghỉ (Out Of Office)	Slack	B1
blocker  (Is there any blocker for this sprint?)	vật cản tiến độ công việc	Tech	B1
sprint  (We plan two sprints per month.)	chu kỳ phát triển ngắn (agile)  |  🇺🇸 🇬🇧 /spɹɪnt/	Tech	B1
backlog  (Add the ticket to the backlog.)	danh sách việc chưa làm  |  🇺🇸 🇬🇧 /ˈbæk.lɒɡ/	Tech	B1
standup  (Standup is at 9am every morning.)	họp ngắn hàng ngày trong agile	Meetings	B1
retrospective  (The retrospective is on Friday.)	họp đánh giá cuối sprint  |  🇺🇸 🇬🇧 /ˌɹɛtɹə(ʊ)ˈspɛktɪv/	Meetings	B1
demo  (We demo to the client on Thursday.)	trình diễn sản phẩm  |  🇺🇸 /ˈdɛm.oʊ/  🇬🇧 /ˈdɛm.əʊ/	Meetings	B1
ticket  (Create a Jira ticket for this bug.)	phiếu công việc (Jira, GitHub)  |  🇺🇸 🇬🇧 /ˈtɪkɪt/	Tech	B1
upgrade  (Upgrade the Node.js version.)	nâng cấp  |  🇺🇸 🇬🇧 /ˈʌp.ɡɹeɪd/	Tech	B1
downgrade  (Downgrade to the stable release.)	hạ phiên bản  |  🇺🇸 🇬🇧 /ˈdaʊnˌɡɹeɪd/	Tech	B1
backup  (Backup the database before migration.)	sao lưu  |  🇺🇸 🇬🇧 /ˈbækˌʌp/	Tech	B1
restore  (Restore the backup from last night.)	khôi phục, phục hồi  |  🇺🇸 /ɹɪˈstɔɹ/  🇬🇧 /ɹɪˈstɔː/	Tech	B1
enable  (Enable the feature flag in config.)	bật, kích hoạt  |  🇺🇸 🇬🇧 /ɪˈneɪbəl/	Tech	B1
disable  (Disable the old endpoint.)	tắt, vô hiệu hóa  |  🇺🇸 🇬🇧 [dɪsˈeɪbəɫ]	Tech	B1
activate  (Activate the new license key.)	kích hoạt  |  🇺🇸 🇬🇧 /ˈæktɪˌveɪt/	Tech	B1
deactivate  (Deactivate the account on request.)	hủy kích hoạt  |  🇺🇸 🇬🇧 /ˌdiːˈæktɪveɪt/	Tech	B1
increase  (Increase the memory limit.)	tăng	Vocabulary	B1
decrease  (Decrease the timeout value.)	giảm	Vocabulary	B1
pause  (Pause the deployment pipeline.)	tạm dừng  |  🇺🇸 /pɔz/  🇬🇧 /pɔːz/	Tech	B1
continue  (Continue after the tests pass.)	tiếp tục  |  🇺🇸 🇬🇧 /kənˈtɪnjuː/	Vocabulary	B1
skip  (Skip this step in CI.)	bỏ qua  |  🇺🇸 🇬🇧 /skɪp/	Vocabulary	B1
retry  (Retry the request after 5 seconds.)	thử lại  |  🇺🇸 🇬🇧 /riˈtɹaɪ/	Tech	B1
containerize  (We plan to containerize the app.)	đóng gói vào container	Tech	B2
provision  (Provision new servers using Terraform.)	cấp phát, khởi tạo hạ tầng  |  🇺🇸 🇬🇧 /pɹəˈvɪʒ.ən/	Tech	B2
orchestrate  (Kubernetes orchestrates the containers.)	điều phối (hệ thống phân tán)  |  🇺🇸 🇬🇧 /ˈɔː(ɹ).kə.stɹeɪt/	Tech	B2
microservice  (Each microservice owns its own database.)	kiến trúc vi dịch vụ	Tech	B2
monolith  (Migrating from a monolith to microservices.)	ứng dụng kiến trúc đơn khối  |  🇺🇸 /ˈmɑnəˌlɪθ/  🇬🇧 /ˈmɒnlɪθ/	Tech	B2
serverless  (Use serverless functions for this job.)	kiến trúc không cần quản lý server	Tech	B2
webhook  (Configure the webhook to trigger on push.)	callback HTTP tự động từ dịch vụ ngoài	Tech	B2
event-driven  (Our system is fully event-driven.)	hướng sự kiện	Tech	B2
eventual consistency  (The system guarantees eventual consistency.)	nhất quán theo thời gian	Tech	B2
idempotent  (Make the endpoint idempotent.)	không thay đổi kết quả khi gọi nhiều lần  |  🇺🇸 🇬🇧 /aɪ.dəmˈpoʊ.tənt/	Tech	B2
